id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
1981-1-divisjon-01-dragefjellets-musikkorps-bergen,1981,1. divisjon,1.0,Dragefjellets Musikkorps Bergen,Ragnar Maalen,Variants on a Mediaeval Tune; De lystige koner i Windsor (plikt),"['Variants on a Mediaeval Tune', 'De lystige koner i Windsor (plikt)']",,[],96.5,100.0,http://dragene.no/wp-content/uploads/2016/03/12821425_10154123000919101_6934214023861599412_n.jpg,,,,2025-09-23T13:20:59.747864
1981-1-divisjon-02-bispehaugen-ungdomskorps,1981,1. divisjon,2.0,Bispehaugen Ungdomskorps,Sigmund Ofstad,En Natt på Bloksberg; De lystige koner i Windsor (plikt),"['En Natt på Bloksberg', 'De lystige koner i Windsor (plikt)']",,[],91.2,100.0,https://nmbrass.no/nmjanitsjar/static/bispehaugenungdomskorps.jpg,,,,2025-09-23T13:20:59.747869
1981-2-divisjon-01-nittedal-og-hakadal-janitsjar,1981,2. divisjon,1.0,Nittedal og Hakadal Janitsjar,Rolf Myhre,First Suite in Eb for Military Band; Sinfonietta (plikt),"['First Suite in Eb for Military Band', 'Sinfonietta (plikt)']",,[],90.4,100.0,http://musikkorps.no/wp-content/uploads/2015/01/NM-Nittedal-og-Hakadal-Janitsjar.jpg,,,,2025-09-23T13:20:59.747873
1981-2-divisjon-02-sandefjord-musikkorps,1981,2. divisjon,2.0,Sandefjord Musikkorps,Per Christian Ormar,Festive Overture; Sinfonietta (plikt),"['Festive Overture', 'Sinfonietta (plikt)']",,[],90.4,100.0,http://www.sandefjord-musikkorps.no/assets/images/vi-er-smk.jpg,,,,2025-09-23T13:20:59.747875
1981-2-divisjon-03-årstad-musikkorps,1981,2. divisjon,3.0,Årstad Musikkorps,Helge Haukås,Horda Rapsodi; Sinfonietta (plikt),"['Horda Rapsodi', 'Sinfonietta (plikt)']",,[],85.5,100.0,,,,,2025-09-23T13:20:59.747878
1981-2-divisjon-04-sandvikens-ungdomskorps,1981,2. divisjon,4.0,Sandvikens Ungdomskorps,Truls Tønnesen,Second Suite in F for Military Band; Sinfonietta (plikt),"['Second Suite in F for Military Band', 'Sinfonietta (plikt)']",,[],83.4,100.0,,,,,2025-09-23T13:20:59.747881
1982-1-divisjon-01-sarpsborg-ungdomskorps,1982,1. divisjon,1.0,Sarpsborg Ungdomskorps,Steinar Haakenstad,Festive Overture; Eufonie (plikt),"['Festive Overture', 'Eufonie (plikt)']",,[],92.0,100.0,,,,,2025-09-23T13:20:59.750946
1982-1-divisjon-02-hamar-musikkorps,1982,1. divisjon,2.0,Hamar Musikkorps,Ragnar Røgeberg,En Natt på Bloksberg; Eufonie (plikt),"['En Natt på Bloksberg', 'Eufonie (plikt)']",,[],88.9,100.0,,,,,2025-09-23T13:20:59.750950
1982-1-divisjon-03-stavanger-musikkorps-av-1919,1982,1. divisjon,3.0,Stavanger Musikkorps av 1919,Robert Rønnes,An Outdoor Overture; Eufonie (plikt),"['An Outdoor Overture', 'Eufonie (plikt)']",,[],87.7,100.0,https://nmbrass.no/nmjanitsjar/static/stavangermusikkorps1919.jpg,,,,2025-09-23T13:20:59.750953
1982-1-divisjon-04-sandefjord-musikkorps,1982,1. divisjon,4.0,Sandefjord Musikkorps,Per Christian Ormar,"Akademisk festovertyre, Op. 80; Eufonie (plikt)","['Akademisk festovertyre, Op. 80', 'Eufonie (plikt)']",,[],81.4,100.0,http://www.sandefjord-musikkorps.no/assets/images/vi-er-smk.jpg,,,,2025-09-23T13:20:59.750956
